id,city,country,weeds,garden
90c6882f-ea0f-4b8e-9592-59089beb7a89,Timbuktu,Slovakia,Crabgrass,Aubergine
f9a0e7b4-956c-4345-9064-24b7b9cd8c58,Darwin,Cook Islands,Japanese knotweed,"Strawberry "
c9f4849e-9513-4757-9ec3-37ae7ed2e800,Dodoma,Uzbekistan,Chickweed,Clover
110a44ef-3283-483e-a38e-987b49605c3a,Rabat,Netherlands Antilles,Chickweed,Clover
a69d144b-465b-4778-bd8e-a3beae0358dd,Angra do Heroísmo,Qatar,Chickweed,Clover
327460fb-b7c2-4ddb-b3a6-9d55d0655772,Yamoussoukro,Heard Island and Mcdonald Islands,Plantain,"Strawberry "
5aa429a1-463d-446d-8e45-919d50835128,Barcelona,Venezuela,Chickweed,Aubergine
836a4afa-ee66-4aad-b66a-5d074a989e93,Quito,Åland Islands,Clover,Carrot
e4ab3838-280d-4454-86df-95cf586679a6,Bulawayo,Uzbekistan,Purslane,Chickweed
72b9ef76-1671-4927-b5f1-67f9555ebb63,New Orleans,Serbia and Montenegro,Chickweed,Clover
31c77be2-4f79-4303-9673-d9c749c5fe1e,Hanga Roa,Bhutan,Japanese knotweed,Cucumber
75823e7c-e266-431b-bd57-35717e4b4cf2,Cartagena,Jordan,Clover,Clover
9d6b74c4-1960-42b9-b32a-2f8946def690,Vilnius,Kyrgyzstan,Creeping buttercup,Plantain
53c48791-dacf-4ef7-9da7-41823e323752,Warsaw,"Cote D""Ivoire",Crabgrass,Clover
2e870a15-dc3d-47d3-91a8-981b3a144f46,Ouagadougou,Ukraine,Clover,Clover
bd828ee4-c652-4662-8552-d23e31e30b0a,Vancouver,Jordan,Bindweed,Plantain
255b83e9-556b-4833-968c-f9ee29c9ac32,Yellowknife,Libyan Arab Jamahiriya,Chickweed,Clover
3c35b97b-b820-44cc-8ca8-55af275a00cc,Santa Cruz de Tenerife,Paraguay,Creeping buttercup,Sunflower
d986002b-e03b-4acc-a9ca-14055611e253,Kigali,Hong Kong,Clover,Chickweed
1c51d591-ee91-4e13-9c8f-d9e7019cd249,Port of Spain,Lithuania,Japanese knotweed,Aubergine
f76a8e03-1ab6-4d7f-b5dd-982e851d4cc2,Sri Jayawardenapura-Kotte,Aruba,Creeping buttercup,Chickweed
78efc6d4-f8b5-4dd8-9dc2-09d076bd80d2,Banjul,"Tanzania, United Republic of",Crabgrass,Plantain
bd4b3f84-16f7-4d7b-a8a6-6a78c81a028a,Kuwait City,China,Bindweed,"Strawberry "
0a205609-d13b-4448-a566-33164c6e5ca5,London,"Tanzania, United Republic of",Japanese knotweed,Plantain
c4a9a63d-3b86-41e1-95ec-7d42dd7d3765,Tbilisi,Madagascar,Chickweed,Plantain
23f66ee1-f7bc-4f72-913d-d6bee4cb1cda,Valdivia,Bhutan,Plantain,Plantain
f7ce5e66-5968-4bcc-8769-7a77263001dc,Charlottetown,Philippines,Plantain,Chickweed
272fc499-35f9-42f8-bba4-c2ffd08a3aa4,Nairobi,Jersey,Clover,Carrot
17a85069-bfa7-4eac-8267-aaa760fae0b0,Valencia,Panama,Chickweed,Clover
c8101bff-77db-4924-8cb8-1b72959b6ff1,Port Hedland,Tunisia,Crabgrass,Clover
a6101d5e-bec9-478b-a996-40a18a378522,Bursa,Marshall Islands,Purslane,Cucumber
d91132a1-57a2-4235-9023-0ba68c0b7bac,Cuiabá,Lithuania,Crabgrass,Chickweed
ecedb5d5-3753-443e-86d9-7c19486a4e3d,Nukus,"Korea, Democratic People""S Republic of",Crabgrass,Clover
695765f0-1748-4369-b8d8-f8f2cd582b56,Thimphu,Guyana,Clover,Aubergine
1545759e-18b3-4c47-b0ad-4eee8ec7d36f,Málaga,"Korea, Republic of",Plantain,Plantain
a641c454-bd44-4f32-8f7e-6b06a80f193c,Bissau,Ukraine,Plantain,Chickweed
e3b1135c-afc6-4c8e-b855-35e74402dd40,Managua,Maldives,Plantain,"Strawberry "
ec9f374c-32dc-40a6-b6c8-6a7e4884b448,Tskhinvali,Panama,Clover,Clover
d1eedd5d-e02e-4d77-bcf7-62b247121f38,Saipan,Reunion,Chickweed,Sunflower
8b830a7e-1479-4b89-ad9c-46ada53ce229,Hiroshima,Saint Lucia,Chickweed,Chickweed
18bca3e7-3769-42f9-9452-47126c10be47,Bogor,Marshall Islands,Bindweed,Carrot
f50beaba-7fcb-4cf4-b621-a11798d91bf1,Niamey,Cambodia,Creeping buttercup,Aubergine
eedc90c5-a66a-437f-b57c-eaa0e832979c,Nagpur,Kazakhstan,Creeping buttercup,Clover
23289038-a8b6-4538-80eb-21e22c3006c5,Yellowknife,Hong Kong,Purslane,"Strawberry "
7e575c22-ba49-4049-90df-6014a66955de,Tampa,Uzbekistan,Crabgrass,Clover
f04661d3-df4c-498b-ad21-996beb202a8f,Buffalo,Netherlands Antilles,Creeping buttercup,Plantain
1b7729d7-b61f-4970-82e2-53c7fc1f65d3,Tegucigalpa,Tunisia,Plantain,Clover
abeff009-b42a-4cea-9e0b-2deef2fbde7f,Innsbruck,Bolivia,Clover,Carrot
36ed352c-4f95-4945-a86a-a73cf987445e,Ilhéus,Chile,Bindweed,Clover
5f40f09b-39a3-44bc-bc7b-852e46f5fc9e,Cannes,India,Japanese knotweed,Clover
86acf365-1678-4705-9251-32d6ad82718f,Muscat,Palau,Bindweed,Cucumber
30239ca3-600b-475a-9f03-5b64fdf9a9df,Banda Aceh,Belarus,Bindweed,Clover
337e0f03-483c-4ed7-95b2-5de7767880e8,Managua,Lesotho,Japanese knotweed,Aubergine
e046bc31-b4a9-4a95-826d-42e402e70278,Virginia Beach,Netherlands Antilles,Purslane,Plantain
71ef160d-0592-43ef-a05d-a0a227615788,Malé,Cambodia,Chickweed,Carrot
6793b711-a186-4db7-8e21-7f01967fb59f,Kano,Azerbaijan,Plantain,Clover
fbca40f2-535d-46f9-a182-8bcb540d6a7b,Caracas,Ecuador,Purslane,Aubergine
ab1dd476-4ddf-4945-ad82-553dc0ba182a,San José,Singapore,Crabgrass,Aubergine
e9864c7a-cfab-4187-b287-44954a0fb799,Vatican City,Faroe Islands,Clover,Sunflower
da34a3e4-6ec8-4951-a52a-fa0b6678d945,Tamale,Cape Verde,Plantain,Plantain
05ae43f6-379d-493a-a945-06a7aabbafd1,San Carlos de Bariloche,Grenada,Plantain,Clover
21910d85-74a2-4c4f-832e-4c346397e184,Belize City,"Virgin Islands, British",Chickweed,Clover
18bb86c0-009b-41a1-aa5a-b1fd83f918cc,Macau,Brunei Darussalam,Crabgrass,Cucumber
b13eb814-a1c8-4992-be40-47e3d0dd4a9f,Bishkek,New Zealand,Plantain,"Strawberry "
86447a52-7588-4fe8-ad57-805e7d3c6328,Handan,Comoros,Plantain,Chickweed
318a7678-7619-4f5f-a105-7daac21515f9,Patna,"Korea, Democratic People""S Republic of",Creeping buttercup,Cucumber
1a64bc4c-ff6d-4d4f-b4ea-c650ced12b9c,New York City,Trinidad and Tobago,Japanese knotweed,Plantain
696a5064-eac6-4bee-884e-adc8a498202b,Chengdu,Netherlands,Clover,Sunflower
f6667934-9004-435d-b067-3c3f4d6353d3,São José dos Campos,Åland Islands,Chickweed,Clover
cdeba8f5-c3ab-4e3f-a64b-4c77d57a1495,Campinas,American Samoa,Creeping buttercup,"Strawberry "
9bd9316a-8922-497f-bea2-8ff4c8370aff,Tucson,Germany,Chickweed,"Strawberry "
825bb285-9bd6-41f0-8a4c-41bd52b00be8,Mamoudzou,American Samoa,Creeping buttercup,Aubergine
7254808d-5d60-4c33-802f-242bc664212c,Thimphu,Australia,Purslane,"Strawberry "
32a68fc6-2f33-4040-ae36-9d23061c71df,Linz,"Tanzania, United Republic of",Creeping buttercup,Chickweed
8cb78fbc-e5de-4b3b-87e9-6351ebbd1baf,Bratislava,Lesotho,Bindweed,Plantain
c970cee3-ac85-4a2b-9127-4dab5c9acc23,Oranjestad,Martinique,Plantain,Cucumber
d6aae268-ae7a-4258-9d32-3409ba30c36d,Baku,Western Sahara,Japanese knotweed,Chickweed
9c4e5cd7-c20b-46d1-9846-3d0915fa025d,Arbil,Estonia,Clover,Aubergine
2dcd1cd3-97ac-4a60-987b-5cdb75646098,Roseau,Saint Lucia,Purslane,Aubergine
4374e810-ce6c-4cad-b21d-2b8d01aeb12e,Moroni,Philippines,Plantain,Carrot
18e4b3fb-cb35-4276-961b-27e1d3c5d3a7,Tallinn,Netherlands,Clover,Clover
87c04f55-d398-4ce3-9d6b-9779fcefd919,Invercargill,Gambia,Plantain,Sunflower
e96f3f15-998b-443e-b657-87211fcfc839,Melbourne,"Palestinian Territory, Occupied",Creeping buttercup,"Strawberry "
16988a19-499a-4b43-abde-dc677c20a43b,Kandahar,India,Plantain,Clover
f46e8f39-1bb8-461c-9dc8-4847631c5520,Francistown,Spain,Plantain,Carrot
ec45e6eb-30f9-496b-a575-0719c2ed1eca,Arbil,Cayman Islands,Plantain,Clover
8803ca92-e483-4fa4-825e-06509745f864,Bern,Sweden,Bindweed,"Strawberry "
8e8fcf59-d27f-4baf-9145-f6ce9ffeafa4,Cologne,Kiribati,Japanese knotweed,Aubergine
f5f3d726-5f9c-4a65-8107-374e6cf5a053,Guatemala City,China,Clover,Clover
ec6eef5b-d5dd-4670-9caf-df8473b2ac88,Hyderabad,Panama,Japanese knotweed,Chickweed
b0266749-368a-4949-bd08-b10ad500b906,Vitória,Finland,Japanese knotweed,Aubergine
6835769a-31e7-4f12-a5f1-04e47f314a93,Córdoba,Nepal,Purslane,Sunflower
5d8fa92e-c6ef-4f56-95df-11995c588a0a,Tucson,Afghanistan,Purslane,Aubergine
f797827b-0cbe-485d-86a6-190283d9639e,Timbuktu,Sweden,Crabgrass,Clover
9d739675-3a30-43a2-a080-8832eb08f5c7,Seoul,Guinea,Creeping buttercup,Plantain
6896ef24-8cb7-4cfc-a949-47fe67fdf9cf,Pyongyang,"Virgin Islands, U.S.",Purslane,Clover
c4af98e6-ccf2-4937-82a9-3e97ae8554e5,Gold Coast,Guadeloupe,Plantain,Chickweed
d4fbb523-5654-4567-a84f-f71eedf906ea,St. Louis,Ireland,Creeping buttercup,Sunflower
afdf3a07-11ef-4fa1-94f6-ec52126bbec0,Mamoudzou,Ukraine,Creeping buttercup,"Strawberry "
8f66458d-b521-49d0-a73e-ea2511f5c10b,Milwaukee,Cocos (Keeling) Islands,Japanese knotweed,Clover
0935a9cd-b873-4a29-a1fe-31a815474576,Campo Grande,Switzerland,Purslane,Plantain
9fc4f65e-a34c-4fca-aa61-52d586da25e9,Geelong,Ecuador,Japanese knotweed,Clover
9d7bf004-c291-4413-b595-66f04774a10b,Barranquilla,Belgium,Plantain,Chickweed
f7f588ad-385a-4e17-87a5-f7d911494a39,Calama,Paraguay,Crabgrass,Clover
3cc3b1f8-4f20-4921-bbfc-cf50208ceb41,Kawasaki,Sao Tome and Principe,Chickweed,Cucumber
9a24dc3e-067c-4bc0-84ef-997b4771757d,Guwahati,Saint Pierre and Miquelon,Chickweed,Plantain
d28ba87b-c039-4ab1-bcff-584bdff4c494,Montevideo,Greenland,Plantain,"Strawberry "
f77b84ad-bba8-45ac-b32d-d1d57416d11e,Tirana,Mauritania,Clover,"Strawberry "
20897668-7e50-4cfd-8b24-3d021b375ff1,Quebec City,"Tanzania, United Republic of",Creeping buttercup,Carrot
72c2fb4c-7374-444f-9b07-9fdec6344ed9,Timbuktu,Ghana,Clover,Aubergine
ff908d0a-c067-47e2-95a6-6b4255fffd52,Fukuoka,Oman,Bindweed,Clover
74167309-94da-42a9-9008-ceafe6e26815,Manchester,Antigua and Barbuda,Purslane,Carrot
35681256-ab6a-45b2-bd43-b0bc6386f8cd,Cannes,Chile,Clover,Carrot
1a03f05d-9d67-49c6-8b1b-674e4ace3a1d,Charlottetown,Belize,Purslane,"Strawberry "
09945ddd-c032-49d8-9d49-90f31e61ed5b,Djibouti (city),Bhutan,Creeping buttercup,Clover
d9582dba-d35e-4d77-bb5d-cd6ffcd690f5,Antofagasta,Pakistan,Plantain,Clover
5c96d8ff-839d-40a2-b73b-1d98bfc2a47e,Seoul,Sri Lanka,Japanese knotweed,"Strawberry "
5fde3a5e-8e8a-4896-83fd-f641b56ea8b6,Amritsar,Saint Helena,Plantain,Plantain
c7a6a17a-f75a-4e48-8328-dd7b9db3fab8,Gothenburg,Honduras,Creeping buttercup,Clover
478cb96b-291c-4fae-a085-858789a9a6f3,Bern,Cuba,Crabgrass,Aubergine
a6007511-906c-4e63-b6c3-8980b07436d0,Kanpur,Brazil,Chickweed,Aubergine
42152164-c468-434a-aea8-7f2ed19474e0,Nuuk,Azerbaijan,Clover,Carrot
0a017c2d-e93d-4e94-9dd5-803a23806e88,Livingstone,Togo,Crabgrass,"Strawberry "
c4936b43-e218-4a0f-b233-c61c1c364f8a,Barranquilla,Burundi,Chickweed,Sunflower
5be826de-c904-4554-9825-746c5917ec16,Detroit,Turks and Caicos Islands,Japanese knotweed,Carrot
27dc5c4b-c3af-4bb8-9380-90a6541c2d9f,Mexicali,Bahamas,Bindweed,Sunflower
0161406e-11fe-4417-a051-e84164416734,Pyongyang,Latvia,Japanese knotweed,Sunflower
a7b8fd46-37c7-4c74-8e8e-bcf6ece7d7ac,Pattaya,Nigeria,Crabgrass,Chickweed
40b23f92-4834-4442-af32-d49cb2b4c38a,Leipzig,Kyrgyzstan,Japanese knotweed,Chickweed
4e10b469-b18f-4c9f-a7c7-5d12819418fe,Chicago,Nicaragua,Creeping buttercup,Plantain
b6b57222-0a89-4c21-898c-e55a4d0dc827,Pristina,Saint Vincent and the Grenadines,Creeping buttercup,Chickweed
af0d5fd5-0eca-4e59-aad7-b0c537f69d67,Las Vegas,Jamaica,Japanese knotweed,Clover
d526b5a2-4021-40f0-b0d5-e9b4afbeb210,Yekaterinburg,Tonga,Creeping buttercup,Carrot
1abdcd1b-172a-4b12-a36a-74a528c74415,Porto,United States,Clover,"Strawberry "
85151199-29e9-431f-a176-1606849ad503,Kobe,"Macedonia, The Former Yugoslav Republic of",Clover,Clover
2f94fae2-a411-4216-bc56-29865d25d699,Jamestown,Comoros,Japanese knotweed,Clover
528ba332-bf56-4124-94cd-7d4c12b96d98,Mogadishu,Gibraltar,Purslane,Sunflower
64e72075-6675-4f13-8ad9-b5c0d18096fe,Jayapura,Saint Pierre and Miquelon,Creeping buttercup,Aubergine
ee56f8da-1249-467a-a432-9303a4ee7a40,Lucknow,Lesotho,Crabgrass,Clover
31b9dc1e-b290-4eda-84a4-80fef80e260d,Warsaw,Switzerland,Bindweed,Clover
8548c0ed-8321-4684-a54f-dd2305a8e971,Ibiza,Denmark,Clover,Cucumber
c81cf7e3-c1ea-41a5-8ad2-8f5dc9a967f0,Chihuahua,Guadeloupe,Chickweed,Clover
b65e1059-9e93-4720-8493-72a3919bce1d,Havana,Armenia,Crabgrass,Carrot
d6d5e98e-403d-45bc-9795-29786416b232,Amman,Vanuatu,Clover,Plantain
1fa66bc6-e7c2-400a-aa8d-61c65fe4abe7,Gaborone,Greenland,Purslane,Clover
ba374ef5-0569-41ad-be68-da3561a0375b,Da Nang,Northern Mariana Islands,Crabgrass,"Strawberry "
628acc72-6aab-4f7e-ba6c-6da6e6942c53,Mandurah,"Korea, Democratic People""S Republic of",Clover,Sunflower
a0c1362b-189f-493a-b865-02a526f88a95,Dhaka,Bahamas,Clover,Chickweed
6060db7b-cbc3-44ca-ae2b-0f955f04421e,Ljubljana,Brunei Darussalam,Clover,Clover
a513b177-2b97-488a-9200-6d009341168a,Nouméa,Dominican Republic,Creeping buttercup,Aubergine
0af81529-11f7-4750-b2db-abccafe6e09e,Shijiazhuang,Portugal,Chickweed,Plantain
3c946186-01a2-4694-a191-e358ea55dd49,Phnom Penh,United Kingdom,Crabgrass,Clover
9a23eb90-4b8b-4148-a9c0-66a174e43218,Suez,Somalia,Japanese knotweed,Sunflower
6dbc93b8-ed97-4682-a097-691f7b48cd0c,Managua,Svalbard and Jan Mayen,Crabgrass,"Strawberry "
4ed565bc-4c72-4255-80f2-3de5fc96f149,Chennai,United Kingdom,Japanese knotweed,Clover
b23a221a-434d-4baa-ae3d-7f4bc84d34f1,Majuro,Equatorial Guinea,Plantain,Plantain
332acd7c-1b35-4766-a93d-39088ef953e1,Medan,Saint Pierre and Miquelon,Purslane,Sunflower
531b1ab9-9737-4a01-925b-8fe4e6d9ba72,Santo Domingo,Ghana,Japanese knotweed,"Strawberry "
e2285595-c033-4e5e-9bac-551110c475ce,Handan,Ecuador,Bindweed,Clover
bf8bc31f-1798-47f4-afac-b19db498b6c3,Kandy,Lithuania,Chickweed,Cucumber
a2a0d46b-9b64-41bb-9861-c5924ced72bf,Kaohsiung,Panama,Chickweed,Clover
14ba6dfe-7b31-43e6-b07a-e752cfd33037,São Paulo,Gambia,Plantain,Chickweed
2f8017b8-feb3-4317-a5f0-401fb791d82c,Zanzibar City,American Samoa,Creeping buttercup,Sunflower
e3642d24-6761-4b9c-aac4-63b04e40c99c,Hobart,Western Sahara,Crabgrass,Clover
805a752b-c05b-4cf0-a34d-9dabec931b34,Pattaya,Oman,Plantain,Clover
91d4dcb1-3aee-4fd0-a6e7-34022ec6028a,Macapá,Libyan Arab Jamahiriya,Purslane,"Strawberry "
ad1f06d2-1088-4438-bd39-788b796c526a,Bridgetown,San Marino,Purslane,Sunflower
3cec52e2-8771-40db-80be-4d81914ec42a,Manama,Bulgaria,Plantain,Clover
9d17feb7-92cc-4946-b900-de21a9a96333,Mexicali,American Samoa,Clover,Clover
3631934d-d0e5-43c2-b82a-7db1a325f369,Rabi Island,Antigua and Barbuda,Plantain,Clover
860b9cb6-bfaf-48e1-8fa8-90b8aeba5d08,Port Said,Greece,Clover,"Strawberry "
bcc7b211-e300-47d8-85ea-acff05c3896e,Hanoi,Burkina Faso,Bindweed,"Strawberry "
f234b6d6-8019-4736-900c-588ea2799e38,Zapopan,Uruguay,Bindweed,"Strawberry "
66fe431f-775a-41f2-b1ae-3c3c295f0505,Hobart,Saint Kitts and Nevis,Clover,Plantain
2b1ff739-743d-420e-9eac-b47ab9a500e7,Manila,South Georgia and the South Sandwich Islands,Crabgrass,Sunflower
0fc3c1c7-a991-4f27-9f65-51074ed73195,Handan,New Zealand,Chickweed,Clover
f8689a90-f62e-4628-940e-ee2270eb40b4,Oslo,Ireland,Bindweed,Sunflower
31106938-c923-4ada-aea2-f2834c180e2d,La Serena,Fiji,Japanese knotweed,Carrot
d114b522-d747-4a98-8f35-9b5ba7b055fd,Abidjan,Peru,Bindweed,Plantain
814658e6-acd1-4b54-a2bf-79a92c01286e,Faisalabad,Albania,Japanese knotweed,Clover
bd06818e-dc91-4605-8694-d1c2aa11097e,Frankfurt,Uganda,Japanese knotweed,Clover
16d11e44-bfe9-4caa-9064-40bc173d2c0f,New Orleans,Mexico,Japanese knotweed,Cucumber
42f8675a-da9f-4856-81bd-64658accc37c,Weno,Gibraltar,Bindweed,Clover
ebabbce3-dbdb-43f4-8c5c-5386c6754605,Banda Aceh,Australia,Bindweed,Plantain
fdef6010-d736-4184-a9a1-cb5f75b92338,Gangtok,Martinique,Japanese knotweed,Plantain
d2d2f1ea-84bf-4046-92eb-a8a89b58446d,Whitehorse,Cameroon,Creeping buttercup,Clover
6732de63-373a-4429-90d0-7828e8e1f743,Skopje,Åland Islands,Plantain,"Strawberry "
37ab296d-03c8-4453-b76f-3d646d2b8563,Nizhny Novgorod,Monaco,Chickweed,Sunflower
126b3f4f-1dbf-454c-8d7d-776d70e5957e,Gothenburg,Morocco,Plantain,Clover
560f234e-aa7d-4899-a254-134ba0810952,Tórshavn,"Virgin Islands, British",Chickweed,Carrot
49550daf-ef0f-4804-b84c-e7adbaf79211,Sabha,Guernsey,Plantain,Clover
5ac4bab7-d22e-4857-8d54-b33fe0bc2b1b,Dubai,Bhutan,Bindweed,Clover
87d11425-43b2-4478-8950-cb0e6878174c,New York City,Martinique,Creeping buttercup,Carrot
7d9da841-0be2-414c-89f7-50c4c5803e01,Vancouver,Saudi Arabia,Japanese knotweed,Carrot
079e10be-8ad7-4879-b290-cd3edca1f9e7,Cologne,Gambia,Plantain,Carrot
eab2285f-c7cc-454b-82e1-d50a71d54e89,Banjul,Kenya,Plantain,Carrot
4c28b051-5f3b-4823-9e75-ed844c4c7b1c,Bahía Blanca,Liberia,Crabgrass,Chickweed
635fa808-d99c-4f14-a723-f9b7f22b9fcf,Cairo,Sao Tome and Principe,Plantain,Chickweed
4dcdb561-ace6-41c7-9046-a52cb61a8769,Rotterdam,Kenya,Plantain,Clover
7ddcb9c0-079c-4463-b3d9-6aaa6ea54b21,Riyadh,United States,Crabgrass,Clover
e5444fb3-12bf-42d8-b2b2-7a0076099f94,Bangkok,Samoa,Crabgrass,Clover
a0f52029-734b-4634-8549-462e02587805,Gaborone,"Korea, Democratic People""S Republic of",Clover,Aubergine
500d675f-b729-495b-b9bf-13bd94f1f893,Nizhny Novgorod,"Palestinian Territory, Occupied",Clover,Sunflower
b331a07f-ed2a-4ae2-b18e-5444da394e5c,Sri Jayawardenapura-Kotte,Ukraine,Plantain,Carrot
6086bc86-d1ab-4b72-8220-883cd7174f7d,Tunis,Latvia,Plantain,Clover
852fbc43-a7df-49b8-a766-4f8f26a9f52a,Medellín,Chile,Crabgrass,Sunflower
8123db3e-156a-404f-be1f-b69fe0670657,Cotonou,"Virgin Islands, U.S.",Plantain,"Strawberry "
45ec7f05-0041-4b34-a978-9ba6d3090002,Toronto,El Salvador,Chickweed,Chickweed
571eae06-013d-452d-9a42-1dbe2b92bf34,Rosario,Lebanon,Purslane,Plantain
660316ff-d529-42d8-b76e-1374d4afba27,Taiyuan,Guinea,Creeping buttercup,Clover
0e813675-ce93-42ee-8392-5a73f02c754d,Muscat,Marshall Islands,Creeping buttercup,Aubergine
8ab5d5ef-c44f-49cb-82c3-1a18f197cbf6,Nouméa,Norway,Crabgrass,Cucumber
225c194f-567d-4d6b-a33f-26558eb622f3,City of Halifax,Romania,Japanese knotweed,Aubergine
ccbccc33-a701-4f1a-a085-1cc309f2d046,Calgary,Macao,Japanese knotweed,Aubergine
d87a0dd8-d146-4de9-8364-62e6735fcf9e,Gaborone,Gabon,Clover,Plantain
d0933d16-30d1-4c90-ba90-cb76c3f5bbc0,Batticaloa,Iraq,Creeping buttercup,Carrot
9e151769-8ab1-444e-abac-418f33ec3e58,Zagreb,Romania,Purslane,Clover
91642837-bf6d-4d43-a6e8-4e64dc88416a,Budapest,India,Creeping buttercup,Clover
a9e86149-7761-4450-a669-9602d9083208,Invercargill,Zambia,Plantain,Clover
6fb4974e-6e67-4169-9060-c49b3402b536,Porto-Novo,Grenada,Bindweed,Chickweed
08176813-3372-43d5-ab33-b25919219e91,Indianapolis,Ukraine,Purslane,Cucumber
21dab45f-99e5-4932-909b-9445ded5e34d,Calgary,Suriname,Crabgrass,Carrot
f3f099d9-057d-4e98-b88b-bbce9be5b976,Ouagadougou,Qatar,Chickweed,Carrot
42b943ff-ede1-4726-98bf-6dfcd4060e21,Saint John,Turks and Caicos Islands,Purslane,Clover
e4d2ffa3-5d08-4a95-8731-89f17423005e,Multan,Lesotho,Crabgrass,Clover
d1fcf123-ad45-4ae7-a09e-2a3b05cdb12f,Gdańsk,Czech Republic,Clover,Chickweed
d83bf4e1-52bb-4207-9717-257144bbb9c4,Incheon,Samoa,Japanese knotweed,Aubergine
6c7b1d5b-fe02-4597-be5d-9b49dd4ce955,Bandar Seri Begawan,Mozambique,Crabgrass,Cucumber
9f2db846-7389-47ec-afce-a2fe091b8a00,Durango,Kuwait,Crabgrass,Carrot
300f8890-d05d-4d14-ae9a-7248addfe47b,Dublin,French Polynesia,Chickweed,Clover
16dcd9b0-0b16-4fe9-b743-ae46f7d64eec,Vatican City,Tokelau,Chickweed,Plantain
bef76c0b-2876-4489-9847-a6bb7f3230e9,Buffalo,Christmas Island,Bindweed,Clover
bd267623-e170-47bc-8089-d09d57407e9e,San Francisco,Cyprus,Plantain,Clover
6861b272-7ac4-4836-8367-f65a90ef3f6e,Djibouti (city),"Korea, Republic of",Creeping buttercup,Sunflower
b9b483d4-076e-447a-a006-cf3c56e35aea,Philadelphia,Comoros,Clover,Clover
e53968fd-d562-46dc-b4f0-60dfe6185417,Moroni,Viet Nam,Plantain,Sunflower
82007fb3-5b5f-4463-b3e7-735a32de74fc,Hanover,Egypt,Creeping buttercup,Plantain
5d7775f9-0307-4e56-ade5-eb75da9e20ff,Sukhumi,Cameroon,Crabgrass,Clover
d0d76f1f-3f73-4513-afaa-119c5bb6b992,Fairbanks,Guatemala,Bindweed,Cucumber
7464b1f9-8119-40d1-8d19-6414d8580318,San Antonio,Mayotte,Crabgrass,Clover
28227e25-a7ea-4f2a-a47a-440ec03c0f9d,Damascus,Central African Republic,Bindweed,Chickweed
d8c69b1f-5c6c-489b-87ee-0ac640b0d488,Vatican City,Singapore,Clover,Aubergine
e2248276-a7ac-4dc5-83e7-d9d533ec1ff0,Kunming,Saint Kitts and Nevis,Chickweed,Cucumber
c36ffdc1-a751-4957-833c-5ff8502bdbb0,Dammam,Hong Kong,Bindweed,Aubergine
5aecb0e3-329e-44cf-b722-a84b3c6545be,Dongguan,Saint Kitts and Nevis,Bindweed,Cucumber
2aa3b0a7-f10a-4a2c-8fd9-18cb0ca956ec,Barcelona,Belgium,Plantain,Carrot
784c28d8-e87f-47c2-b4a1-9aa3efcba617,Yokohama,Belize,Japanese knotweed,"Strawberry "
