id,city,country,weeds,garden,date
1191076a-0627-455f-b2ff-64342967756d,Vaduz,Costa Rica,Bindweed,Clover,1965-10-20
ac6c8112-2946-4223-8c67-e606a46bc6d1,South Tarawa,Sweden,Creeping buttercup,"Strawberry ",1924-09-21
188a5840-bd80-459f-8dc3-7e19a46d8db6,Zanzibar City,Bosnia and Herzegovina,Purslane,Plantain,1931-05-18
0faf9140-c164-402e-bc0e-0ffae1c27e3c,Rio Branco,Seychelles,Bindweed,Cucumber,1974-09-23
730d4abc-ceea-4cac-88ca-6ab401a85cd5,Chittagong,Ukraine,Clover,Chickweed,1967-03-06
c4624d92-1582-404b-bb98-ee33e29d130a,Ponta Delgada,Bolivia,Chickweed,Clover,1923-07-31
3199af85-b094-40b2-b4ff-c20bc4e9c05b,Almaty,Mayotte,Japanese knotweed,Clover,1968-01-12
b70c538e-b3c9-4181-bda0-afa969fc52e0,San Fernando,Puerto Rico,Plantain,"Strawberry ",2017-02-09
80857052-e71f-446c-a72e-dd29b886e8ff,Providence,Ecuador,Chickweed,Clover,2008-08-22
6bfb3cef-9bab-4a07-929f-99d76f250a53,Palma,Seychelles,Bindweed,Plantain,1993-07-22
8f80f8d6-e719-4399-9bbf-2c6a03e2fd2b,Tirana,Czech Republic,Plantain,Chickweed,1954-07-13
72477b98-a3df-4c37-8c31-64cc4eabb7c9,Thiès,Bhutan,Chickweed,Plantain,1956-07-27
51c7b595-488b-4762-80ae-a6a512861c3f,São Tomé,Liberia,Japanese knotweed,Clover,1948-12-26
f2c97ff4-fda4-452b-9239-083b0f120e1b,Manila,Monaco,Crabgrass,Clover,1965-01-19
a60b3a80-88ca-4608-93da-c481a3ddd5e1,The Valley,Latvia,Creeping buttercup,"Strawberry ",1970-05-30
03520768-efb4-4f39-8603-6674a41a5352,Cleveland,Belarus,Creeping buttercup,Clover,1906-10-08
297bfc8d-0d32-4db2-b52b-378215d9c167,Providence,Norway,Clover,Clover,1938-01-04
e7ac13d3-bf74-4734-b64b-7fc81ba8b462,Jaipur,Zambia,Chickweed,Clover,2006-06-16
87ea604e-e83e-4ec9-b388-dc97f495d09c,Auckland,France,Purslane,Carrot,1999-05-08
d3087b9f-f982-4014-b77b-c831be4fde55,Geneva,Latvia,Japanese knotweed,Aubergine,1936-03-15
ce71d723-2fb5-4334-b57c-89477eaee1e2,Phnom Penh,Algeria,Purslane,Chickweed,1946-09-15
4c142da4-776e-474f-b9da-181b8fa67c57,Saint John,Cambodia,Japanese knotweed,Cucumber,1937-03-22
1bb9c303-303a-4308-a8ca-5c82e7fcac83,Perth,Macao,Bindweed,Cucumber,1977-05-10
0a98bc12-f056-472b-a864-7e5661a2eca3,Amman,Greece,Creeping buttercup,Clover,1986-05-05
e25b1ac2-7c16-4aa7-8976-a0630156742d,Hamburg,Uganda,Bindweed,Carrot,1952-01-03
a86d2d36-94cf-436c-89f8-a425de1f4fe7,Pattaya,Puerto Rico,Japanese knotweed,Aubergine,1901-11-27
e1bac454-2405-4f38-b2e3-ac725359150a,Agartala,Montserrat,Plantain,Chickweed,2009-02-17
25c9bedb-3b58-4d2b-a550-d56af88b2015,Malé,American Samoa,Purslane,Clover,1935-11-01
d51e9813-1662-4925-95e2-a202bc894a16,Porto Velho,Ecuador,Bindweed,Plantain,2013-05-22
ad07b32a-d6c2-439e-8b7a-a62b532ab9c5,Dodoma,Antigua and Barbuda,Bindweed,Clover,1968-02-12
d09b6555-926a-4d5c-9134-5559523f13aa,Dededo,"Palestinian Territory, Occupied",Crabgrass,Clover,1953-04-07
df0f7d88-08da-4e27-a186-9169c80a7f11,Makati City,Guinea,Crabgrass,Chickweed,1943-07-16
dcdd25c6-5a4c-4eef-9d2a-fde91eb4220b,Yellowknife,Austria,Creeping buttercup,Cucumber,1950-03-24
acd9ae15-fba8-46f0-8217-229f1b359d1f,Nakhon Ratchasima,Venezuela,Clover,Clover,1943-01-26
b9bfc1a6-88ca-482f-9114-de8057ab96e0,Nagoya,Spain,Crabgrass,Cucumber,1956-06-04
103ade1b-4fe5-4080-9ff3-60dd93cf2b55,Bishkek,Mayotte,Japanese knotweed,Plantain,1967-03-28
a7d40dc2-57de-4fd6-8aec-709392c16313,Hanover,Guinea-Bissau,Bindweed,Cucumber,1917-04-27
1b02d7f9-0293-40a6-82ef-e9b39afa2adc,Damascus,Bahrain,Clover,Sunflower,1991-06-16
a349f746-7997-408f-91d5-37195924990c,Bandar Seri Begawan,United Kingdom,Bindweed,Chickweed,1979-12-03
39636081-4732-4539-b995-fa84bd0e07e3,Bratislava,"Korea, Republic of",Crabgrass,"Strawberry ",1949-03-20
30e53a4e-aba6-4075-be28-cb0dabcc5ee5,Nassau,Cook Islands,Clover,Plantain,1929-11-05
4edec0b4-6350-475f-bf00-224eaf8b3d00,Mashhad,Tonga,Chickweed,Clover,2013-11-05
84fd6978-1e6a-4457-8022-853de970f4d2,Nukus,Samoa,Japanese knotweed,Carrot,2013-01-03
72643d1a-36d3-4f6e-bc67-cb4b16ff9d99,Birmingham,United Kingdom,Bindweed,Clover,1982-01-01
94d25bfc-9ee1-43db-9597-a1eb8d59cb44,Osaka,Malta,Chickweed,"Strawberry ",1993-02-04
177d978c-0222-454a-9dac-f767a32e23e1,Dallas,RWANDA,Crabgrass,Cucumber,1988-11-19
d43b77d6-04df-4378-a012-45be10a7ee1b,Cape Town,San Marino,Creeping buttercup,Sunflower,1922-02-17
29365121-b5d1-4d97-9ab3-2e78150a98c2,Mérida,Guadeloupe,Purslane,Cucumber,1940-12-18
c51b39c5-879f-49b4-8fc3-484ec414d668,Medina,Cameroon,Purslane,Cucumber,2012-09-21
dceb4645-b437-40eb-8ba6-177369914f53,Honolulu,Poland,Purslane,Sunflower,1962-01-09
90edcec2-afd8-426c-8b92-f356b57fe63e,Tel Aviv,French Southern Territories,Chickweed,Clover,1980-05-25
9f9b44d6-a4c8-47fb-b371-e9384b5461cb,Marrakech,Saint Kitts and Nevis,Creeping buttercup,Aubergine,2015-05-08
106a57c1-d4ba-4d6a-bf4d-57594dd4c088,Jerusalem,French Polynesia,Clover,Cucumber,2014-04-15
b4060ba5-7417-453f-8d06-494a97638a06,Semarang,India,Plantain,Sunflower,1950-12-17
863f63ca-947e-4a3c-b6e1-b333ab207f0a,Birkirkara,Palau,Japanese knotweed,"Strawberry ",1900-10-07
4b8c72ae-850e-44b8-8509-ce27304219b7,Chicago,French Southern Territories,Purslane,Aubergine,1953-05-28
77da4c8a-0d50-4bfa-b52f-245f3ce35807,Busan,Marshall Islands,Plantain,Cucumber,1917-10-23
6bc5904c-cac2-40f9-ac74-d68eb5737995,Maputo,Netherlands,Clover,Cucumber,1936-12-08
72c5963d-5b3a-48a0-8c32-de4cfdcd35de,Nukuʻalofa,Czech Republic,Crabgrass,Chickweed,1904-08-25
b23c0910-a9e1-4394-879b-b4e1f2840bc5,Miami,Barbados,Plantain,Sunflower,2001-03-13
cdaf2c49-feb7-47a7-a110-f54b1e956042,Tórshavn,Estonia,Crabgrass,Sunflower,1909-02-03
cb5ecdd2-cc60-4faa-9bd6-f23b4ca06341,Busan,South Georgia and the South Sandwich Islands,Bindweed,Cucumber,1967-12-08
7d741178-16d2-46be-a8a2-4a1dcfa9de3d,Chittagong,Heard Island and Mcdonald Islands,Chickweed,"Strawberry ",1929-04-19
b1653ebd-ebe1-4ed2-b33f-a928dde2cac5,Toronto,Vanuatu,Japanese knotweed,Clover,1997-11-13
e1e35bce-7205-4418-bca7-b78680898e62,Memphis,Egypt,Creeping buttercup,Clover,1906-08-23
2d236813-095a-4e0d-9d33-6eb2e58dc42d,Saint John,Antigua and Barbuda,Crabgrass,Clover,1906-09-07
834663a3-8314-4ef8-b3d1-14e61758cb45,Pago Pago,Senegal,Bindweed,Carrot,1975-10-04
776d2510-b539-420d-bae6-59aa2c842c84,Koror,France,Chickweed,Carrot,1928-09-16
b2320adb-257b-499b-ab6c-79266866fd7e,Stanley,Cape Verde,Clover,Sunflower,1993-09-12
628e4ac6-04c8-4fd7-8b44-1dbc0690be30,Philadelphia,Chile,Purslane,Aubergine,2002-06-15
cccd42fb-bcac-4c59-972a-7a465c4a020e,Manama,Sweden,Chickweed,Aubergine,1940-12-01
079eb014-636e-4da9-b57b-69a27220fe70,Amsterdam,Belarus,Chickweed,Carrot,1973-05-04
189eb26f-bd76-4017-acaf-895ac4a7c7c6,Cincinnati,Cocos (Keeling) Islands,Chickweed,Carrot,1918-01-08
f95a9c84-9c8f-4a28-a7e3-d1fdf9260314,Yogyakarta (city),Philippines,Chickweed,"Strawberry ",2012-08-21
62e44837-846e-4165-890e-c91742c393af,Francistown,Canada,Plantain,Cucumber,1907-01-11
f886f35c-45cd-4bc1-adb2-5cee13a130ff,Manaus,Christmas Island,Purslane,"Strawberry ",2008-11-04
862b862a-b0ba-42ba-9e11-6516cd9df56f,El Aaiún,Brazil,Chickweed,Cucumber,1902-04-17
81347343-bb9e-4809-905b-18781e476d8e,Makassar,"Taiwan, Province of China",Japanese knotweed,Sunflower,1950-04-03
fab55e00-2d27-47f5-92dc-115f39cc70f7,Colombo,Fiji,Bindweed,Plantain,2012-09-01
2a0766cb-b68c-4a94-bead-c1758ec0b44e,Johannesburg,Saint Vincent and the Grenadines,Creeping buttercup,Clover,1949-09-19
b08c2812-b8d7-4dbd-8b54-5211bc69310f,Simferopol,Denmark,Japanese knotweed,Clover,1975-02-10
a75e9304-3d95-4682-a222-e4207c6a4d03,Lima,Luxembourg,Creeping buttercup,Sunflower,2004-12-08
41afff49-80f2-4f39-b3df-31dcebc4f4ed,Tehran,Azerbaijan,Purslane,"Strawberry ",1905-03-02
b6f766c1-4eb8-4251-a0f4-529e9261794b,Lucknow,Ireland,Clover,"Strawberry ",1959-12-18
19fbbdc2-36d4-42d3-9c56-364348965295,Samara,Western Sahara,Chickweed,Aubergine,2014-01-25
f54247a3-e2d7-4e0a-8446-82ff25d2cb5e,Dhaka,South Georgia and the South Sandwich Islands,Clover,Clover,1959-09-28
8c562ce6-2df1-438f-acdb-1475490f35f8,Kraków,Cayman Islands,Japanese knotweed,Aubergine,1933-09-24
47ba0d2c-55f7-4498-ba39-38001a74f220,Bangkok,Antarctica,Bindweed,"Strawberry ",1968-06-19
964b6f50-8448-41d8-bd49-407bf8bee37d,Vitória,South Georgia and the South Sandwich Islands,Creeping buttercup,Plantain,1909-06-16
93d60a49-b079-4e6b-8770-9c031534ff06,Jerusalem,Dominica,Plantain,Clover,1908-02-15
02f531e8-a790-4765-aff6-6c77a76bcb21,Hilo,Greece,Bindweed,Chickweed,1967-08-14
7900fc9f-e527-4785-9eea-452f91a0d48a,St. John's,Azerbaijan,Chickweed,Sunflower,1961-02-08
437d2e6b-69e7-4b03-8147-9112df25521a,Denpasar,French Southern Territories,Clover,Chickweed,1921-02-16
74c8ad79-8104-4e6b-92b7-e2a90795e997,Cannes,"Cote D""Ivoire",Purslane,Clover,1943-07-15
377b8e5a-c689-4512-8925-4bb1b8aa237b,Timbuktu,Saint Pierre and Miquelon,Japanese knotweed,Cucumber,1992-06-18
bce031b8-6fc6-4983-96a5-43d37258654a,Caracas,Austria,Chickweed,Plantain,2008-03-17
4c3ce918-a986-4ee3-bf0d-2afd83f98f04,Zapopan,Zambia,Crabgrass,Cucumber,1936-02-21
fd1afb53-4333-4821-83f2-777c8dcbb047,Havana,Mauritius,Crabgrass,Clover,1957-09-06
f40bef5f-08ec-4290-a5d8-98d9e718933b,Reykjavík,Saint Helena,Creeping buttercup,Chickweed,1953-05-13
f3cd4793-a1da-46b7-94ae-0fd0bdd01a61,Valparaíso,Aruba,Japanese knotweed,Carrot,1989-10-14
58e540f9-58b8-4af4-a705-0fe7c796e9fb,Iquique,Bolivia,Clover,Clover,1905-10-05
c83779a9-92a2-4360-88d9-b359eada2e98,New Delhi,Kazakhstan,Bindweed,Plantain,1974-09-18
c604fb0c-ec9f-4e6e-9666-ce44d54981d2,Ahmedabad,Slovakia,Chickweed,Clover,1959-11-10
4fda344b-4e60-4769-965d-637aabdabeac,Reykjavík,Ukraine,Crabgrass,Aubergine,1916-06-15
016224de-d972-4809-be0f-4c6dbfea5721,Puebla,Guam,Japanese knotweed,Cucumber,1918-12-10
202eb713-d028-47c5-9b9b-815148b3402c,Abu Dhabi,Monaco,Chickweed,Cucumber,1999-10-18
fe028c8e-309e-457c-9719-83451c763043,Asunción,Paraguay,Japanese knotweed,Sunflower,1934-06-02
f283f5b6-398b-4362-95e3-f5d62fda97eb,Dushanbe,Timor-Leste,Creeping buttercup,Aubergine,1937-02-13
36806a2c-05bb-4dfc-a36f-12e526afef32,Rabat,Cuba,Creeping buttercup,"Strawberry ",1954-02-06
4e264e46-9bf8-4263-92fe-a302e66f5a23,Asunción,Jersey,Crabgrass,Carrot,2006-04-23
c9a99132-a6bb-4c4e-b8d5-b85e96ae9c38,Antananarivo,Chile,Japanese knotweed,Chickweed,1907-02-22
1135d243-dc86-45b4-9a87-c1fc46199c2b,Harare,Austria,Crabgrass,Chickweed,1980-04-30
8aa0339c-a73f-41e4-89bd-19ba2ff2dec7,Odessa,France,Japanese knotweed,Clover,1922-11-26
8a060bab-88ae-4904-a2be-3bcb884c12df,Jayapura,Denmark,Japanese knotweed,"Strawberry ",1928-12-07
a640ce3b-a98d-4fbe-9ff5-e04c9a630496,Assis,Belarus,Creeping buttercup,Chickweed,1998-11-06
5488f708-ebaa-4320-8632-1bfc6222cc71,Fredericton,Belarus,Plantain,Carrot,1912-01-12
6075b85c-5be8-424c-91a6-0f5c0dacdb4b,Odessa,Marshall Islands,Chickweed,Carrot,1992-07-22
19552777-a196-4ff8-9825-fe1a4489a555,Campinas,Anguilla,Clover,Cucumber,1923-12-06
b87cc937-afb2-4f6e-b4f0-8a004065e45f,Hanga Roa,United States,Japanese knotweed,Chickweed,1911-09-20
24183d64-164c-429e-80cb-eb2cfa4f4ac1,Xi'an,Suriname,Clover,Clover,1952-05-04
4cb0197d-4e41-4185-b35a-e217554efbed,Makati City,Malawi,Plantain,Carrot,2016-10-27
015ee54a-3f73-47cf-805b-5e552b516496,Campo Grande,Malta,Bindweed,Clover,2000-07-13
df754cc4-6cf8-4a07-b84e-81d3807553c2,Jakarta,Botswana,Creeping buttercup,Sunflower,1992-08-30
4eb0498f-a097-4fd6-8e4f-35483d7cd2dc,Papeete,Singapore,Crabgrass,Sunflower,1959-11-09
92f2e77a-75f2-4472-9dbf-be9301669c18,Newcastle,Cambodia,Clover,Clover,1978-07-25
edcc8c21-cb62-4346-8883-3385ca49e8eb,Luxembourg (city),Timor-Leste,Bindweed,Clover,1937-12-12
00ff171b-3009-4c84-b598-e97cb4a6aeed,Pyongyang,Israel,Chickweed,Clover,1960-07-08
f70e50c6-e23d-4d74-99cf-06dbfae5232d,Sukhumi,New Caledonia,Plantain,Cucumber,1937-10-05
ad25f782-89b3-444f-aa19-e07ce0c23686,San Antonio,Liechtenstein,Plantain,Clover,1936-09-02
a8a56371-06bb-4189-a753-f82c2fb86b2c,Fort-de-France,Belgium,Purslane,Clover,1924-08-07
b34d7bbf-5406-4bb4-a11c-fae28e67340f,Lima,Namibia,Plantain,"Strawberry ",1958-08-30
2bcd44bb-0c2c-46b8-8283-b683ee7e9f3f,St. John's,Papua New Guinea,Plantain,"Strawberry ",1963-09-05
09cc595d-10bc-41f4-a643-8f8cdaaf2abe,Stanley,Congo,Japanese knotweed,Clover,1941-09-08
efa4cb96-7e42-45bf-a27c-3e9f2e1a6e53,Seoul,RWANDA,Creeping buttercup,Chickweed,1916-05-25
3de03ba2-a411-4f9b-a0e0-f65ff3d6d8d8,Hanoi,Syrian Arab Republic,Chickweed,Clover,1937-04-12
f3d0b603-4bcb-4973-9360-1eac780217df,Brazzaville,Jordan,Purslane,"Strawberry ",1986-03-31
4d8a9f0f-153d-4bbc-8b68-08574ca25afd,Semarang,Malaysia,Creeping buttercup,Plantain,2017-11-16
51cf2331-f189-4943-87af-e88acb696591,Weno,Congo,Purslane,Cucumber,1940-08-18
242eb4e3-f0e0-4ab9-a46e-552c8f74ce5d,Cebu City,Heard Island and Mcdonald Islands,Chickweed,Clover,1931-02-18
c9bb704a-2dae-4098-ae4a-5f1a64f3607b,Vladivostok,Bahamas,Bindweed,Aubergine,1963-05-20
63021577-8cfc-49c3-a95f-e2b76a202cf1,El Paso,China,Chickweed,Plantain,1913-05-27
2489a1da-efb3-4fb2-ae90-6902b5a57296,Amman,Azerbaijan,Plantain,Aubergine,1947-05-24
261f25a1-b4f1-43e7-b2f8-15198402d6ef,Manila,Mexico,Japanese knotweed,Plantain,1985-01-06
df8ba05d-9b97-4df2-8de6-adc295caf925,Osaka,Chile,Japanese knotweed,Aubergine,1944-02-05
6f4541c8-5214-4939-9f40-82f70d2a3f44,Madrid,Thailand,Clover,Clover,2017-07-05
4b3c7f83-3ff0-48b9-8ce4-ef23784d1531,Lahore,Libyan Arab Jamahiriya,Plantain,Clover,1971-12-09
c978aaac-eb34-4803-841b-4785505c8eac,Malé,Algeria,Purslane,Plantain,2000-01-25
5197c04b-67de-4efd-adc1-87e223843421,Koulikoro,Belize,Chickweed,Chickweed,2016-10-13
0e0b92e7-094d-45c5-8a34-9af77a5b0891,Saint-Denis,Uruguay,Clover,Cucumber,1904-10-17
a36e71d5-d2b9-4ab6-8e8f-73dde9aed9d6,Forked River,Bolivia,Clover,Clover,1921-08-07
442194e5-6150-4390-82e3-4130fae6a3bf,Bridgetown,Swaziland,Plantain,Clover,1935-04-29
ba116d7f-cee1-4087-80ba-7be0ccc5a99f,Adelaide,Albania,Clover,Sunflower,2009-12-31
d018e1aa-ba9b-430d-ad2d-dbf736aa7474,Lanzhou,India,Chickweed,Cucumber,1954-08-02
15289412-da1d-4516-9ec4-487d1d324b31,Amsterdam,"Palestinian Territory, Occupied",Purslane,Sunflower,2007-09-24
f0b66fb2-b2ec-4115-811f-77abb163f0b3,La Paz,Cook Islands,Crabgrass,Plantain,1937-06-03
5a567deb-2325-4b26-9faf-04d264939ccf,Miami,Albania,Crabgrass,Aubergine,1993-02-28
7c754aba-44e7-44a9-a7fa-297e5a16a2bf,Cairns,Papua New Guinea,Chickweed,Carrot,2018-06-27
25bc4aaf-3a7c-423e-9eba-c76cffe5ea01,Phnom Penh,Nicaragua,Purslane,Chickweed,1979-03-13
ace04527-98e3-495a-b730-231e0b9d5afd,Tucson,Guadeloupe,Japanese knotweed,Clover,2009-08-24
bc37b45b-0a15-4731-ba5b-7e0e63a31754,Mata-Utu,Argentina,Plantain,Aubergine,1998-12-13
028cec2f-ff3a-4eba-92d6-f405c2e428e3,Geelong,Malaysia,Bindweed,Clover,1904-07-05
4a13ce48-72be-4518-9e48-8e0b645aac6a,Aberdeen,Angola,Japanese knotweed,Clover,2018-02-07
4ee057a8-aebe-4b21-93d5-4d5f4a5a81a2,Invercargill,Bulgaria,Creeping buttercup,Clover,1916-01-26
7a11e385-871f-49b6-b33b-0273c79ec3c1,Ludhiana,Bahamas,Japanese knotweed,Clover,2016-09-29
bc2a51ee-31af-4e5e-b140-0e56f6412c7c,Veracruz,"Lao People""S Democratic Republic",Creeping buttercup,Clover,1919-07-06
d9d3ecac-5cfa-4fc7-a6e9-a1cb34321538,Bilbao,Falkland Islands (Malvinas),Purslane,Sunflower,1943-10-19
58c03ecd-9a49-4bfc-9232-f4e9390a9a80,Surat,Colombia,Chickweed,Clover,1912-12-10
f7638a00-7cac-42db-b39a-c1ce88ce47b6,Las Vegas,Switzerland,Purslane,Carrot,1945-09-13
433287b6-43b2-4e53-b077-9b2e41e1bd03,Dibrugarh,Cuba,Japanese knotweed,Cucumber,2012-11-10
6e2f64ee-e1eb-4d38-9caf-1590bb148d98,Mérida,Papua New Guinea,Creeping buttercup,"Strawberry ",1984-08-14
56a7e1ce-6315-451d-98ef-9b819d791077,Rosario,Antarctica,Purslane,Plantain,2013-02-24
b287d554-88ba-44c8-a080-f6da39e18a18,Chihuahua,Belarus,Japanese knotweed,"Strawberry ",1919-01-17
57860867-eff3-40a7-93bd-3f7c35eeb2f6,Santa Cruz de la Sierra,Saint Lucia,Creeping buttercup,Cucumber,1921-03-10
734a44f4-204d-4e20-81dd-cfc7871fed75,Bujumbura,Suriname,Chickweed,Carrot,2010-06-05
cde65686-5a0e-4e9a-a401-2ef05cbceb2e,Pretoria,Ukraine,Creeping buttercup,Plantain,1912-08-22
dbfbee02-9968-4170-b0a0-60800d8c0196,Khartoum,Uruguay,Clover,Carrot,1980-05-20
602c0a63-dabb-41eb-ba0c-0182b753ed66,Belfast,Guernsey,Clover,Chickweed,1991-09-17
fa94adf7-0a18-4ab8-a8a2-33aae3fe72d1,Guadalajara,Holy See (Vatican City State),Purslane,Plantain,1951-08-21
70bd52ce-dbf7-42ea-a2dc-338952e06b4a,Manaus,Denmark,Plantain,Clover,1948-11-14
73288e48-c5ba-47ae-9c34-c7365d495565,Cuiabá,Finland,Clover,Cucumber,1903-12-07
e987841d-8e8f-4102-b144-7be6ce0a80b5,Shillong,Botswana,Plantain,Aubergine,1948-07-23
411c5216-5909-47d4-ae99-89975c57d497,Dibrugarh,Malawi,Creeping buttercup,Sunflower,1901-01-08
231ea108-9497-4d1a-8ee2-af40ec5c4864,Skopje,Eritrea,Clover,Clover,1939-01-27
12ecd3cc-6061-4a19-9849-2d0ded4adc3a,Hanga Roa,Grenada,Japanese knotweed,Cucumber,1930-10-22
39f2fe88-7ee8-40cb-9395-bbb84a7b26ac,Cebu City,Chile,Clover,"Strawberry ",1916-01-28
17d6f60d-e807-43c9-bfa2-620e844e4254,Luanda,Zambia,Creeping buttercup,Chickweed,2017-08-20
79e9e15b-ca79-42d8-baa2-86a996db4a0a,Surat,Panama,Chickweed,Sunflower,1935-09-13
f5ec2c97-cb01-419f-b6f1-2e2cab0cff2a,Hiroshima,Nicaragua,Clover,Aubergine,1975-12-16
e26189bf-743f-44b7-ac68-130884d07280,Porto-Novo,United Kingdom,Japanese knotweed,Clover,1931-08-15
22c84c18-c408-4f88-88af-9734e5474bd5,Malabo,Saint Kitts and Nevis,Crabgrass,Clover,1902-12-29
44fdf0bd-597b-4d9e-bba4-11ea5a01b32b,Durban,Lithuania,Purslane,Carrot,2012-04-10
9c7c1908-d0f3-4a40-ad8f-cf9634768bd5,Macapá,Mexico,Clover,Sunflower,1956-01-11
05a77a4e-876b-4029-b50d-886d49a03b07,Dakar,Guam,Japanese knotweed,Clover,1922-01-21
9ae13fb9-b857-45d7-9d13-9c079e13ba48,Nantes,United States,Crabgrass,Clover,1983-08-04
aefb68d7-388d-4d77-bc41-3d22814bb09e,Gaborone,Algeria,Chickweed,Plantain,1992-12-30
874313f0-f102-4ab2-8ffc-c1bd46deca9a,Budapest,Switzerland,Plantain,Plantain,1961-07-09
c32a0d4f-848a-4845-b224-3fb69aa8e43a,Chaguanas,Cook Islands,Plantain,Clover,1957-09-17
80cf64e8-e421-44a3-b2dc-e8e096f229d4,El Aaiún,Turkey,Clover,"Strawberry ",2015-06-14
48bf7242-1dfe-42e8-9ac5-9abcb1c596f9,Belfast,Marshall Islands,Clover,Chickweed,1972-01-04
